MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,SaleType,SaleCondition,Remodeled,RecentRemodel,NewHouse,HouseAge,TimeSinceSold,YearSinceRemodel,HighSeason,TotalArea,HasLowQualArea,HasBasement,HasGarage,Has2ndFloor,HasMasVnr,HasWoodDeck,HasOpenPorch,HasScreenPorch,HasEnclosedPorch,Has3SsnPorch,HasPool,NbrhRich,SalePrice
SC80,RL,94.0,7819,Pave,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,AA,TA,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,422,BLQ,127,480,1029,GasA,TA,Y,SBrkr,0,1117,1,0,1,0,3,1,TA,6,Typ,1,TA,Detchd,Unf,672,TA,TA,Y,144,0,0,0,0,0,None,MnPrv,None,0,WD,Abnorml,0,0,0,41,7,34,0,13021.0,0,1,1,0,0,1,0,0,0,0,0,0,107000
SC20,RL,70.0,10150,Pave,None,Reg,Lvl,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,TA,TA,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,TA,TA,CBlock,TA,TA,No,Rec,456,Unf,0,456,912,GasA,Ex,Y,FuseA,0,912,0,0,1,0,2,1,TA,5,Typ,0,None,Attchd,RFn,275,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,COD,Normal,0,0,0,59,10,49,1,14144.0,0,1,1,0,1,0,0,0,0,0,0,0,114500
SC20,RL,110.0,14226,Pave,None,Reg,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Vg,TA,Hip,CompShg,VinylSd,VinylSd,BrkFace,375.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1935,1935,GasA,Gd,Y,SBrkr,0,1973,0,0,2,0,3,1,Gd,9,Typ,1,Gd,Attchd,Fin,895,TA,TA,Y,315,45,0,0,0,0,None,None,None,0,New,Partial,0,0,0,11,10,1,1,23782.0,0,1,1,0,1,1,1,0,0,0,0,0,395000
SC120,RM,32.0,4500,Pave,None,Reg,Lvl,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,AA,TA,Hip,CompShg,VinylSd,VinylSd,BrkFace,320.0,TA,TA,PConc,Ex,TA,No,GLQ,866,Unf,0,338,1204,GasA,Ex,Y,SBrkr,0,1204,1,0,2,0,2,1,TA,5,Typ,0,None,Attchd,Fin,412,TA,TA,Y,0,247,0,0,0,0,None,None,None,0,WD,Normal,0,0,0,19,8,11,1,10327.0,0,1,1,0,1,0,1,0,0,0,0,0,162000
SC20,RL,86.0,11210,Pave,None,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gd,TA,Gable,CompShg,VinylSd,VinylSd,BrkFace,240.0,Gd,TA,PConc,Gd,TA,Av,GLQ,20,Unf,0,1594,1614,GasA,Ex,Y,SBrkr,0,1614,0,0,2,0,3,1,Gd,7,Typ,0,None,Attchd,RFn,865,TA,TA,Y,144,59,0,0,0,0,None,None,None,0,New,Partial,1,1,0,12,11,0,1,19060.0,0,1,1,0,1,1,1,0,0,0,0,0,221500
SC20,RL,100.0,13350,Pave,None,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,TA,TA,Hip,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,762,Unf,0,102,864,GasA,TA,Y,SBrkr,0,894,1,0,1,0,3,1,TA,5,Typ,1,Fa,Attchd,Unf,440,TA,TA,Y,241,0,0,0,0,0,None,MnPrv,None,0,WD,Normal,0,0,0,43,11,32,1,17647.0,0,1,1,0,0,1,0,0,0,0,0,0,142500
SC90,RH,60.0,8400,Pave,None,Reg,Lvl,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,1Story,TA,TA,Gable,CompShg,Plywood,Plywood,BrkFace,320.0,TA,TA,Slab,None,None,None,None,0,None,0,0,0,GasA,TA,Y,SBrkr,0,2020,0,0,2,0,4,2,TA,10,Typ,2,TA,Detchd,Unf,630,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,WD,Normal,0,0,0,40,10,30,0,13450.0,0,0,1,0,1,0,0,0,0,0,0,0,144000
SC90,RL,78.0,10530,Pave,None,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,AA,TA,Gable,CompShg,Plywood,ImStucc,BrkFace,90.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,975,Unf,0,0,975,GasA,TA,Y,SBrkr,0,1004,1,0,1,0,2,1,TA,4,Typ,0,None,Attchd,Unf,504,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,WD,Normal,0,0,0,40,11,29,1,15160.0,0,1,1,0,1,0,0,0,0,0,0,0,135000
SC20,RL,63.0,7875,Pave,None,Reg,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,Gd,TA,Gable,CompShg,HdBoard,HdBoard,BrkFace,38.0,TA,TA,PConc,Gd,Gd,No,Unf,0,Unf,0,1237,1237,GasA,Gd,Y,SBrkr,0,1253,0,0,2,0,3,1,TA,6,Typ,1,TA,Attchd,Fin,402,TA,TA,Y,220,21,0,0,0,0,None,None,None,0,WD,Normal,1,0,0,22,10,11,1,13599.0,0,1,1,0,1,1,1,0,0,0,0,0,176000
SC60,RL,65.0,7153,Pave,None,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,AA,TA,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,TA,No,ALQ,387,Unf,0,374,761,GasA,Ex,Y,SBrkr,0,1603,0,0,2,1,3,1,Gd,7,Typ,0,None,Attchd,RFn,484,TA,TA,Y,0,124,0,0,0,0,None,None,None,0,WD,Normal,0,0,0,25,11,14,1,12554.0,0,1,1,1,0,0,1,0,0,0,0,0,175900
SC20,RL,67.0,16285,Pave,None,IR2,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gd,TA,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1413,1413,GasA,Ex,Y,SBrkr,0,1430,0,0,2,0,3,1,Gd,6,Typ,0,None,Attchd,RFn,605,TA,TA,Y,0,33,0,0,0,0,None,None,None,0,WD,Normal,1,0,0,16,8,7,1,22676.0,0,1,1,0,0,0,1,0,0,0,0,0,187100
SC85,RL,70.08333333333333,9101,Pave,None,IR1,Lvl,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,TA,AA,Gable,CompShg,Plywood,Plywood,BrkFace,104.0,TA,Gd,PConc,Gd,TA,Av,GLQ,1097,Unf,0,0,1097,GasA,Ex,Y,SBrkr,0,1110,1,0,1,0,1,1,Gd,4,Typ,1,TA,Attchd,Fin,602,TA,TA,Y,303,30,0,0,0,0,None,None,None,0,WD,Normal,0,0,0,39,8,31,1,14624.083333333334,0,1,1,0,1,1,1,0,0,0,0,0,165500
SC75,RM,35.0,6300,Pave,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,AA,AA,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,742,742,GasA,Ex,Y,SBrkr,0,1484,0,0,2,0,3,1,TA,9,Typ,1,Gd,None,None,0,None,None,Y,0,291,134,0,0,0,None,None,None,0,WD,Normal,1,0,0,103,9,7,1,11212.0,0,1,0,1,0,0,1,0,1,0,0,0,128000
SC20,RL,81.28888888888889,9790,Pave,None,Reg,Lvl,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,AA,TA,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,251,LwQ,630,491,1372,GasA,TA,Y,SBrkr,0,1342,0,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,Unf,457,TA,TA,Y,0,0,0,0,197,0,None,None,None,0,WD,Normal,0,0,0,50,8,42,0,15953.288888888888,0,1,1,0,0,0,0,1,0,0,0,0,161500
SC50,RM,60.0,10800,Pave,None,Reg,Lvl,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,TA,AA,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,Fa,TA,No,LwQ,686,Unf,0,0,686,GasA,TA,Y,SBrkr,0,1652,1,0,2,0,4,1,TA,7,Typ,0,None,Detchd,Unf,416,TA,TA,Y,0,0,196,0,0,0,None,None,Shed,1200,WD,Normal,1,0,0,102,7,60,1,16148.0,0,1,1,1,0,0,0,0,1,0,0,0,139000
SC60,RL,76.0,10142,Pave,None,IR1,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gd,TA,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,656,Unf,0,300,956,GasA,Ex,Y,SBrkr,0,2084,1,0,2,1,4,1,Gd,8,Typ,0,None,BuiltIn,RFn,618,TA,TA,Y,0,45,0,0,0,0,None,None,None,0,WD,Normal,0,0,0,13,7,6,0,16961.0,0,1,1,1,0,0,1,0,0,0,0,0,233000
SC20,RM,50.0,6000,Pave,None,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,BA,Gd,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,901,901,GasA,Ex,Y,SBrkr,0,901,0,0,1,0,2,1,TA,4,Typ,0,None,Detchd,Unf,281,Fa,TA,Y,0,0,0,0,0,0,None,None,None,0,WD,Normal,1,0,0,63,9,8,0,9935.0,0,1,1,0,0,0,0,0,0,0,0,0,107900
SC60,RL,83.46153846153847,12205,Pave,None,IR1,Low,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,AA,Vg,Gable,CompShg,HdBoard,HdBoard,BrkFace,157.0,TA,TA,CBlock,TA,Fa,Gd,LwQ,568,Unf,0,264,832,GasA,Gd,Y,SBrkr,0,2087,0,0,2,1,5,1,Gd,9,Typ,0,None,Attchd,Fin,444,TA,TA,Y,133,168,0,0,0,0,None,None,None,0,WD,Normal,1,1,0,51,10,0,1,19028.46153846154,0,1,1,1,1,1,1,0,0,0,0,0,187500
SC120,RL,43.0,3182,Pave,None,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Gd,TA,Gable,CompShg,VinylSd,VinylSd,BrkFace,11.0,Gd,TA,PConc,Gd,TA,No,GLQ,16,Unf,0,1129,1145,GasA,Ex,Y,SBrkr,0,1145,0,0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,Fin,397,TA,TA,Y,100,16,0,0,0,0,None,None,None,0,WD,Normal,1,0,0,12,8,3,0,8329.0,0,1,1,0,1,1,1,0,0,0,0,0,160200
SC80,RL,70.08333333333333,11333,Pave,None,IR1,Lvl,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,AA,TA,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Av,ALQ,539,Unf,0,490,1029,GasA,TA,Y,SBrkr,0,1062,1,0,1,0,3,1,TA,5,Typ,2,TA,Attchd,RFn,539,TA,TA,Y,120,0,0,0,0,0,None,None,None,0,WD,Normal,0,0,0,41,10,31,1,16244.083333333334,0,1,1,0,0,1,0,0,0,0,0,0,146800
SC60,RL,92.0,9920,Pave,None,IR1,Lvl,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gd,TA,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,862,Unf,0,255,1117,GasA,Ex,Y,SBrkr,0,2013,1,0,2,1,3,1,TA,8,Typ,1,TA,Attchd,Unf,455,TA,TA,Y,180,130,0,0,0,0,None,None,None,0,WD,Normal,1,0,0,21,10,10,1,17037.0,0,1,1,1,0,1,1,0,0,0,0,1,269790
SC20,RL,76.0,9158,Pave,None,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Vg,TA,Gable,CompShg,CemntBd,CmentBd,Stone,140.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1496,1496,GasA,Ex,Y,SBrkr,0,1496,0,0,2,0,3,1,Gd,7,Typ,0,None,Attchd,Fin,474,TA,TA,Y,168,130,0,0,0,0,None,None,None,0,New,Partial,0,1,1,10,10,0,1,16130.0,0,1,1,0,1,1,1,0,0,0,0,1,225000
SC60,RL,79.87755102040815,10832,Pave,None,IR1,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gd,TA,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,712,712,GasA,Ex,Y,SBrkr,0,1895,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,Fin,409,TA,TA,Y,143,46,0,0,0,0,None,None,Shed,500,WD,Normal,1,0,0,23,9,12,0,16723.877551020407,0,1,1,1,0,1,1,0,0,0,0,0,194500
SC60,RL,70.0,8400,Pave,None,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,AA,AA,Gable,CompShg,HdBoard,HdBoard,BrkFace,130.0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,650,650,GasA,TA,Y,SBrkr,0,1564,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,Unf,476,TA,TA,Y,0,50,0,0,204,0,None,MnPrv,None,0,WD,Normal,1,0,0,37,7,29,0,13758.0,0,1,1,1,1,0,1,1,0,0,0,0,171000
SC20,RL,71.0,8197,Pave,None,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,AA,TA,Gable,CompShg,Plywood,Plywood,BrkFace,148.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,660,660,GasA,Ex,Y,SBrkr,0,1285,0,0,1,1,3,1,TA,7,Typ,1,TA,Attchd,RFn,528,TA,TA,Y,138,0,0,0,0,0,None,MnPrv,None,0,WD,Normal,0,0,0,40,10,30,0,12972.0,0,1,1,0,1,1,0,0,0,0,0,0,143500
SC20,RL,57.0,7677,Pave,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,TA,TA,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,570,Unf,0,203,773,GasA,Gd,Y,SBrkr,0,773,0,0,1,0,2,1,TA,4,Typ,0,None,Attchd,Unf,240,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,WD,Abnorml,0,0,0,64,9,55,0,11066.0,0,1,1,0,0,0,0,0,0,0,0,0,110000
SC60,RL,104.0,13518,Pave,None,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Ex,TA,Hip,CompShg,VinylSd,VinylSd,Stone,860.0,Ex,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1926,1926,GasA,Ex,Y,SBrkr,0,3140,0,0,3,1,4,1,Ex,11,Typ,2,Gd,BuiltIn,Fin,820,TA,TA,Y,144,78,0,0,0,0,None,None,None,0,New,Partial,1,1,0,9,8,0,1,25656.0,0,1,1,1,1,1,1,0,0,0,0,0,485000
SC50,RL,60.0,7200,Pave,None,Reg,Lvl,Corner,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,TA,Gd,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,252.0,TA,TA,BrkTil,Gd,TA,No,ALQ,569,Unf,0,162,731,GasA,Ex,Y,SBrkr,0,1768,1,0,1,1,3,1,Gd,7,Typ,2,TA,Detchd,Unf,240,TA,TA,Y,0,0,264,0,0,0,None,MnPrv,None,0,WD,Normal,1,0,0,80,10,57,1,13014.0,0,1,1,1,1,0,0,0,1,0,0,0,175000
SC60,RL,79.0,12798,Pave,None,IR1,HLS,Inside,Mod,ClearCr,Feedr,Norm,1Fam,2Story,AA,TA,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,462,Unf,0,154,616,GasA,Gd,Y,SBrkr,0,1688,1,0,2,1,4,1,Gd,8,Typ,0,None,Attchd,RFn,603,TA,TA,Y,403,114,185,0,0,0,None,None,Shed,400,WD,Normal,0,0,0,20,9,11,1,18790.0,0,1,1,1,0,1,1,0,1,0,0,0,200000
SC30,RM,40.0,4800,Pave,None,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,BA,Gd,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,197,Unf,0,999,1196,GasA,Ex,Y,FuseA,0,1196,1,0,1,0,2,1,TA,5,Typ,0,None,Detchd,Unf,440,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,WD,Normal,1,0,0,101,10,17,1,10064.0,0,1,1,0,0,0,0,0,0,0,0,0,109900
SC60,RL,63.0,8199,Pave,None,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gd,TA,Gable,CompShg,WdShing,Wd Shng,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,648,Unf,0,80,728,GasA,Ex,Y,SBrkr,0,1456,1,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,Fin,410,TA,TA,Y,36,18,0,0,0,0,None,None,None,0,WD,Normal,0,0,0,12,9,3,0,13094.0,0,1,1,1,0,1,1,0,0,0,0,0,189000
SC60,RL,107.0,13891,Pave,None,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Ex,TA,Hip,CompShg,VinylSd,VinylSd,Stone,424.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,1734,1734,GasA,Ex,Y,SBrkr,0,2822,0,0,3,1,4,1,Ex,12,Typ,1,Gd,BuiltIn,RFn,1020,TA,TA,Y,52,170,0,0,192,0,None,None,None,0,New,Partial,1,1,0,9,8,0,0,24968.0,0,1,1,1,1,1,1,1,0,0,0,0,582933
SC20,RL,75.0,9000,Pave,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,TA,TA,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,812,Unf,0,124,936,GasA,TA,Y,SBrkr,0,1128,0,0,1,0,2,1,TA,5,Min1,0,None,Attchd,Unf,286,TA,TA,Y,0,0,0,0,0,0,None,GdWo,None,0,WD,Family,0,0,0,63,11,52,1,13489.0,0,1,1,0,0,0,0,0,0,0,0,0,118000
SC20,RL,91.0,12274,Pave,None,IR1,Lvl,FR2,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gd,TA,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1417,1417,GasA,Ex,Y,SBrkr,0,1428,0,0,2,0,3,1,Ex,6,Typ,0,None,Attchd,RFn,554,TA,TA,Y,0,60,0,0,0,0,None,None,None,0,New,Partial,0,1,1,9,9,0,1,18925.0,0,1,1,0,1,0,1,0,0,0,0,1,227680
SC80,RL,75.0,9750,Pave,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,TA,TA,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,Av,ALQ,400,Rec,480,100,980,GasA,Gd,Y,SBrkr,0,980,0,0,2,0,3,1,TA,6,Typ,0,None,Attchd,Fin,384,TA,TA,Y,68,0,0,0,0,0,None,None,None,0,WD,Normal,0,0,0,50,11,39,0,14197.0,0,1,1,0,0,1,0,0,0,0,0,0,135500
SC70,RL,144.0,21384,Pave,None,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,TA,AA,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Gd,GLQ,1309,Unf,0,15,1324,GasA,Ex,Y,SBrkr,0,1576,2,0,1,1,3,1,Gd,6,Typ,1,TA,Attchd,RFn,528,TA,TA,Y,0,312,0,0,0,0,None,None,None,0,WD,Normal,1,0,0,94,8,5,1,28168.0,0,1,1,1,0,0,1,0,0,0,0,0,223500
SC80,RL,85.0,13400,Pave,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,TA,TA,Gable,CompShg,VinylSd,VinylSd,BrkFace,1047.0,TA,TA,CBlock,TA,TA,Av,ALQ,516,BLQ,128,380,1024,GasA,TA,Y,SBrkr,0,1086,1,0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,RFn,484,TA,TA,Y,0,0,0,0,0,0,None,GdWo,None,0,WD,Normal,0,0,0,51,11,40,1,19236.0,0,1,1,0,1,0,0,0,0,0,0,0,159950
SC75,RM,90.0,8100,Pave,None,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,TA,TA,Hip,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,849,849,GasA,TA,N,FuseA,0,2138,0,0,2,0,2,3,TA,11,Typ,0,None,Detchd,Unf,360,Fa,Po,N,40,156,0,0,0,0,None,MnPrv,None,0,WD,Normal,1,0,0,119,8,44,0,14720.0,0,1,1,1,0,1,1,0,0,0,0,0,106000
SC20,RL,78.0,10140,Pave,None,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,AA,AA,Hip,CompShg,HdBoard,HdBoard,BrkFace,99.0,TA,TA,CBlock,TA,TA,No,ALQ,663,LwQ,377,0,1040,GasA,Fa,Y,SBrkr,0,1309,1,0,1,1,3,1,Gd,5,Typ,1,Fa,Attchd,RFn,484,TA,TA,Y,265,0,0,0,0,648,Fa,GdPrv,None,0,WD,Normal,1,0,0,43,11,7,0,16412.0,0,1,1,0,1,1,0,0,0,0,1,0,181000
SC120,RM,71.6825396825397,4438,Pave,None,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,AA,TA,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,662,Unf,0,186,848,GasA,Ex,Y,SBrkr,0,848,1,0,1,0,1,1,Gd,4,Typ,1,Gd,Attchd,Fin,420,TA,TA,Y,140,0,0,0,0,0,None,None,None,0,ConLD,Normal,0,0,0,13,9,4,1,8630.68253968254,0,1,1,0,1,1,0,0,0,0,0,0,144500
SC20,C (all),66.0,8712,Grvl,None,Reg,Bnk,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,TA,TA,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,TA,CBlock,TA,TA,Av,Unf,0,Unf,0,540,540,GasA,TA,N,FuseA,0,1044,0,0,1,0,2,1,Fa,4,Typ,0,None,Basment,Unf,504,TA,TA,N,0,0,0,0,0,0,None,None,Shed,54,WD,Alloca,0,0,0,65,7,58,1,12450.0,0,1,1,0,0,0,0,0,0,0,0,0,55993
SC20,RL,75.0,9750,Pave,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,AA,AA,Gable,CompShg,MetalSd,MetalSd,BrkFace,243.0,TA,TA,CBlock,TA,TA,No,Rec,608,Unf,0,834,1442,GasA,Gd,Y,SBrkr,0,1442,0,0,1,1,4,1,TA,7,Typ,0,None,Attchd,RFn,301,TA,TA,Y,0,0,275,0,0,0,None,None,Shed,500,COD,Normal,0,0,0,59,10,49,0,16412.0,0,1,1,0,1,0,0,0,1,0,0,0,157900
SC50,RL,45.0,8248,Pave,Grvl,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,TA,Gd,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,686,686,GasW,Gd,Y,SBrkr,0,1250,0,1,1,1,3,1,Fa,7,Typ,0,None,Detchd,Unf,280,TA,TA,P,207,0,96,0,0,0,None,None,None,0,WD,Normal,1,0,0,99,11,56,1,12748.0,0,1,1,1,0,1,0,0,1,0,0,0,116000
SC20,RL,48.0,12137,Pave,None,IR2,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gd,TA,Gable,CompShg,VinylSd,VinylSd,BrkFace,442.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1649,1649,GasA,Ex,Y,SBrkr,0,1661,0,0,2,0,3,1,Gd,6,Typ,0,None,Attchd,RFn,598,TA,TA,Y,0,34,0,0,0,0,None,None,None,0,WD,Normal,0,0,0,19,7,12,1,19879.0,0,1,1,0,1,0,1,0,0,0,0,0,224900
SC20,RL,76.46236559139786,11425,Pave,None,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,TA,AA,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,486,Unf,0,522,1008,GasA,Gd,Y,SBrkr,0,1008,0,0,1,0,2,1,TA,4,Typ,1,Gd,Attchd,RFn,275,TA,TA,Y,0,0,120,0,0,0,None,None,None,0,WD,Normal,0,0,0,63,11,52,1,15928.462365591398,0,1,1,0,0,0,0,0,1,0,0,0,137000
SC20,RL,70.08333333333333,13265,Pave,None,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,Vg,TA,Hip,CompShg,CemntBd,CmentBd,BrkFace,148.0,Gd,TA,PConc,Gd,TA,No,GLQ,1218,Unf,0,350,1568,GasA,Ex,Y,SBrkr,0,1689,1,0,2,0,3,1,Gd,7,Typ,2,Gd,Attchd,RFn,857,TA,TA,Y,150,59,0,0,0,0,None,None,None,0,WD,Normal,0,0,0,15,9,6,1,21063.083333333336,0,1,1,0,1,1,1,0,0,0,0,0,271000
SC80,RL,80.0,8816,Pave,None,Reg,Lvl,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,AA,Gd,Gable,CompShg,HdBoard,HdBoard,BrkFace,80.0,TA,TA,CBlock,TA,TA,Av,GLQ,504,Unf,0,506,1010,GasA,Gd,Y,SBrkr,0,1052,1,0,1,0,3,1,TA,6,Typ,0,None,Attchd,Unf,440,TA,TA,Y,0,0,0,0,0,0,None,MnPrv,None,0,WD,Normal,0,0,0,46,7,39,1,13540.0,0,1,1,0,1,0,0,0,0,0,0,0,155000
SC120,RL,44.0,6371,Pave,None,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Gd,TA,Gable,CompShg,VinylSd,VinylSd,Stone,128.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,733,Unf,0,625,1358,GasA,Ex,Y,SBrkr,0,1358,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,484,TA,TA,Y,192,35,0,0,0,0,None,None,None,0,New,Partial,1,1,0,8,7,0,1,12686.0,0,1,1,0,1,1,1,0,0,0,0,0,224000
